Product Name
(d) sweet corn
(e) other fruiting vegetables
Brassica vegetables(excluding brassica roots and brassica baby leaf crops)
(a) flowering brassica
Broccoli
Cauliflowers
Others (2)
(b) head brassica
Brussels sprouts
Head cabbages
Others (2)
(c) leafy brassica
Chinese cabbages/pe-tsai
Kales
Others (2)
(d) kohlrabies
"Leaf vegetables, herbs and edible flowers"
(a) lettuces and salad plants
Lamb's lettuces/corn salads
Lettuces
Escaroles/broad-leaved endives
Cresses and other sprouts and shoots
Land cresses
Roman rocket/rucola
Red mustards
Baby leaf crops (including brassica species)
Others (2)
(b) spinaches and similar leaves
Spinaches
Purslanes
Chards/beet leaves
Others (2)
(c) grape leaves and similar species
(d) watercresses
(e) witloofs/Belgian endives
(f) herbs and edible flowers
Chervil
Chives
Celery leaves
Parsley
Sage
Rosemary
Thyme
Basil and edible flowers
Laurel/bay leaves
Tarragon
Others (2)
Legume vegetables
Beans (with pods)
Beans (without pods)
Peas (with pods)
Peas (without pods)
Lentils
Others (2)
Stem vegetables
Asparagus
Cardoons
Celeries
Florence fennels
Globe artichokes
Leeks
Rhubarbs
Bamboo shoots
Palm hearts
Others (2)
"Fungi, mosses and lichens"
Cultivated fungi
Wild fungi
Mosses and lichens
Algae and prokaryotes organisms
PULSES
Beans
Lentils
Peas
Lupins/lupini beans
Others (2)
OILSEEDS AND OIL FRUITS
Oilseeds
Linseeds
Peanuts/groundnuts
Poppy seeds
Sesame seeds
Sunflower seeds
Rapeseeds/canola seeds
Soyabeans
Mustard seeds
Cotton seeds
Pumpkin seeds
Safflower seeds
Borage seeds
Gold of pleasure seeds
Hemp seeds
Castor beans
Others (2)
Oil fruits
Olives for oil production
Oil palms kernels
Oil palms fruits
Kapok
Others (2)
CEREALS
Barley
Buckwheat and other pseudocereals
Maize/corn
Common millet/proso millet
Oat
Rice
Rye
Sorghum
Wheat
Others (2)
"TEAS, COFFEE, HERBAL INFUSIONS, COCOA AND CAROBS"
Teas
Coffee beans
Herbal infusions from
(a) flowers
Chamomile
Hibiscus/roselle
Rose
Jasmine
Lime/linden
Others (2)
(b) leaves and herbs
Strawberry
Rooibos
Mate/maté
Others (2)
(c) roots
Valerian
Ginseng
Others (2)
(d) any other parts of the plant
Cocoa beans
Carobs/Saint John's breads
HOPS
SPICES
Seed spices
Anise/aniseed
Black caraway/black cumin
Celery
Coriander
Cumin
Dill
Fennel
Fenugreek
Nutmeg
Others (2)
Fruit spices
Allspice/pimento
Sichuan pepper
Caraway
Cardamom
Juniper berry
"Peppercorn (black, green and white)"
Vanilla
Tamarind
Others (2)
Bark spices
Cinnamon
Others (2)
Root and rhizome spices
Liquorice
Turmeric/curcuma
Others (2)
Bud spices
Cloves
Capers
Others (2)
Flower pistil spices
Saffron
Others (2)
Aril spices
Mace
Others (2)
SUGAR PLANTS
Sugar beet roots
Sugar canes
Chicory roots
Others (2)
PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS
Commodities from
(a) swine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(b) bovine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(c) sheep
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
d) goat
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(e) equine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(f) poultry
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(g) other farmed terrestrial animals
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
Milk
Cattle
Sheep
Goat
Horse
Others (2)
Birds eggs
Chicken
Duck
Geese
Quail
Others (2)
Honey and other apiculture products (7)
Amphibians and Reptiles
Terrestrial invertebrate animals
Wild terrestrial vertebrate animals
"FRUITS, FRESH or FROZEN; TREE NUTS"
Citrus fruits
Grapefruits
Oranges
Lemons
Limes
Mandarins
Others (2)
Tree nuts
Almonds
Brazil nuts
Cashew nuts
Chestnuts
Coconuts
Hazelnuts/cobnuts
Macadamias
Pecans
Pine nut kernels
Pistachios
Walnuts
Others (2)
Pome fruits
Apples
Pears
Quinces
Medlars
Loquats/Japanese medlars
Others (2)
Stone fruits
Apricots
Cherries (sweet)
Peaches
Plums
Others (2)
Berries and small fruits
(a) grapes
Table grapes
Wine grapes
(b) strawberries
(c) cane fruits
Blackberries
Dewberries
Raspberries (red and yellow)
Others (2)
(d) other small fruits and berries
Blueberries
Cranberries
"Currants (black, red and white)"
"Gooseberries (green, red and yellow)"
Rose hips
Mulberries (black and white)
Azaroles/Mediterranean medlars
Elderberries
Others (2)
Miscellaneous fruitswith
(a) edible peel
Dates
Figs
Table olives
Kumquats
Carambolas
Kaki/Japanese persimmons
Jambuls/jambolans
Others (2)
"(b) inedible peel, small"
"Kiwi fruits (green, red, yellow)"
Litchis/lychees
Passionfruits/maracujas
Prickly pears/cactus fruits
Star apples/cainitos
American persimmons/Virginia kaki
Others (2)
"(c) inedible peel, large"
Avocados
Bananas
Mangoes
Papayas
Granate apples/pomegranates
Cherimoyas
Guavas
Pineapples
Breadfruits
Durians
Soursops/guanabanas
Others (2)
"VEGETABLES, FRESH or FROZEN"
Root and tuber vegetables
(a) potatoes
(b) tropical root and tuber vegetables
Cassava roots/manioc
Sweet potatoes
Yams
Arrowroots
Others (2)
(c) other root and tuber vegetables except sugar beets
Beetroots
Carrots
Celeriacs/turnip rooted celeries
Horseradishes
Jerusalem artichokes
Parsnips
Parsley roots/Hamburg roots parsley
Radishes
Salsifies
Swedes/rutabagas
Turnips
Others (2)
Bulb vegetables
Garlic
Onions
Shallots
Spring onions/green onions and Welsh onions
Others (2)
Fruiting vegetables
(a) Solanaceae and Malvaceae
Tomatoes
Sweet peppers/bell peppers
Aubergines/eggplants
Okra/lady's fingers
Others (2)
(b) cucurbits with edible peel
Cucumbers
Gherkins
Courgettes
Others (2)
(c) cucurbits with inedible peel
Melons
Pumpkins
Watermelons
Others (2)
(d) sweet corn
(e) other fruiting vegetables
Brassica vegetables(excluding brassica roots and brassica baby leaf crops)
(a) flowering brassica
Broccoli
Cauliflowers
Others (2)
(b) head brassica
Brussels sprouts
Head cabbages
Others (2)
(c) leafy brassica
Chinese cabbages/pe-tsai
Kales
Others (2)
(d) kohlrabies
"Leaf vegetables, herbs and edible flowers"
(a) lettuces and salad plants
Lamb's lettuces/corn salads
Lettuces
Escaroles/broad-leaved endives
Cresses and other sprouts and shoots
Land cresses
Roman rocket/rucola
Red mustards
Baby leaf crops (including brassica species)
Others (2)
(b) spinaches and similar leaves
Spinaches
Purslanes
Chards/beet leaves
Others (2)
(c) grape leaves and similar species
(d) watercresses
(e) witloofs/Belgian endives
(f) herbs and edible flowers
Chervil
Chives
Celery leaves
Parsley
Sage
Rosemary
Thyme
Basil and edible flowers
Laurel/bay leaves
Tarragon
Others (2)
Legume vegetables
Beans (with pods)
Beans (without pods)
Peas (with pods)
Peas (without pods)
Lentils
Others (2)
Stem vegetables
Asparagus
Cardoons
Celeries
Florence fennels
Globe artichokes
Leeks
Rhubarbs
Bamboo shoots
Palm hearts
Others (2)
"Fungi, mosses and lichens"
Cultivated fungi
Wild fungi
Mosses and lichens
Algae and prokaryotes organisms
PULSES
Beans
Lentils
Peas
Lupins/lupini beans
Others (2)
OILSEEDS AND OIL FRUITS
Oilseeds
Linseeds
Peanuts/groundnuts
Poppy seeds
Sesame seeds
Sunflower seeds
Rapeseeds/canola seeds
Soyabeans
Mustard seeds
Cotton seeds
Pumpkin seeds
Safflower seeds
Borage seeds
Gold of pleasure seeds
Hemp seeds
Castor beans
Others (2)
Oil fruits
Olives for oil production
Oil palms kernels
Oil palms fruits
Kapok
Others (2)
CEREALS
Barley
Buckwheat and other pseudocereals
Maize/corn
Common millet/proso millet
Oat
Rice
Rye
Sorghum
Wheat
Others (2)
"TEAS, COFFEE, HERBAL INFUSIONS, COCOA AND CAROBS"
Teas
Coffee beans
Herbal infusions from
(a) flowers
Chamomile
Hibiscus/roselle
Rose
Jasmine
Lime/linden
Others (2)
(b) leaves and herbs
Strawberry
Rooibos
Mate/maté
Others (2)
(c) roots
Valerian
Ginseng
Others (2)
(d) any other parts of the plant
Cocoa beans
Carobs/Saint John's breads
HOPS
SPICES
Seed spices
Anise/aniseed
Black caraway/black cumin
Celery
Coriander
Cumin
Dill
Fennel
Fenugreek
Nutmeg
Others (2)
Fruit spices
Allspice/pimento
Sichuan pepper
Caraway
Cardamom
Juniper berry
"Peppercorn (black, green and white)"
Vanilla
Tamarind
Others (2)
Bark spices
Cinnamon
Others (2)
Root and rhizome spices
Liquorice
Turmeric/curcuma
Others (2)
Bud spices
Cloves
Capers
Others (2)
Flower pistil spices
Saffron
Others (2)
Aril spices
Mace
Others (2)
SUGAR PLANTS
Sugar beet roots
Sugar canes
Chicory roots
Others (2)
PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS
Commodities from
(a) swine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(b) bovine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(c) sheep
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
d) goat
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(e) equine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(f) poultry
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(g) other farmed terrestrial animals
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
Milk
Cattle
Sheep
Goat
Horse
Others (2)
Birds eggs
Chicken
Duck
Geese
Quail
Others (2)
Honey and other apiculture products (7)
Amphibians and Reptiles
Terrestrial invertebrate animals
Wild terrestrial vertebrate animals
"FRUITS, FRESH or FROZEN; TREE NUTS"
Citrus fruits
Grapefruits
Oranges
Lemons
Limes
Mandarins
Others (2)
Tree nuts
Almonds
Brazil nuts
Cashew nuts
Chestnuts
Coconuts
Hazelnuts/cobnuts
Macadamias
Pecans
Pine nut kernels
Pistachios
Walnuts
Others (2)
Pome fruits
Apples
Pears
Quinces
Medlars
Loquats/Japanese medlars
Others (2)
Stone fruits
Apricots
Cherries (sweet)
Peaches
Plums
Others (2)
Berries and small fruits
(a) grapes
Table grapes
Wine grapes
(b) strawberries
(c) cane fruits
Blackberries
Dewberries
Raspberries (red and yellow)
Others (2)
(d) other small fruits and berries
Blueberries
Cranberries
"Currants (black, red and white)"
"Gooseberries (green, red and yellow)"
Rose hips
Mulberries (black and white)
Azaroles/Mediterranean medlars
Elderberries
Others (2)
Miscellaneous fruitswith
(a) edible peel
Dates
Figs
Table olives
Kumquats
Carambolas
Kaki/Japanese persimmons
Jambuls/jambolans
Others (2)
"(b) inedible peel, small"
"Kiwi fruits (green, red, yellow)"
Litchis/lychees
Passionfruits/maracujas
Prickly pears/cactus fruits
Star apples/cainitos
American persimmons/Virginia kaki
Others (2)
"(c) inedible peel, large"
Avocados
Bananas
Mangoes
Papayas
Granate apples/pomegranates
Cherimoyas
Guavas
Pineapples
Breadfruits
Durians
Soursops/guanabanas
Others (2)
"VEGETABLES, FRESH or FROZEN"
Root and tuber vegetables
(a) potatoes
(b) tropical root and tuber vegetables
Cassava roots/manioc
Sweet potatoes
Yams
Arrowroots
Others (2)
(c) other root and tuber vegetables except sugar beets
Beetroots
Carrots
Celeriacs/turnip rooted celeries
Horseradishes
Jerusalem artichokes
Parsnips
Parsley roots/Hamburg roots parsley
Radishes
Salsifies
Swedes/rutabagas
Turnips
Others (2)
Bulb vegetables
Garlic
Onions
Shallots
Spring onions/green onions and Welsh onions
Others (2)
Fruiting vegetables
(a) Solanaceae and Malvaceae
Tomatoes
Sweet peppers/bell peppers
Aubergines/eggplants
Okra/lady's fingers
Others (2)
(b) cucurbits with edible peel
Cucumbers
Gherkins
Courgettes
Others (2)
(c) cucurbits with inedible peel
Melons
Pumpkins
Watermelons
Others (2)
(d) sweet corn
(e) other fruiting vegetables
Brassica vegetables(excluding brassica roots and brassica baby leaf crops)
(a) flowering brassica
Broccoli
Cauliflowers
Others (2)
(b) head brassica
Brussels sprouts
Head cabbages
Others (2)
(c) leafy brassica
Chinese cabbages/pe-tsai
Kales
Others (2)
(d) kohlrabies
"Leaf vegetables, herbs and edible flowers"
(a) lettuces and salad plants
Lamb's lettuces/corn salads
Lettuces
Escaroles/broad-leaved endives
Cresses and other sprouts and shoots
Land cresses
Roman rocket/rucola
Red mustards
Baby leaf crops (including brassica species)
Others (2)
(b) spinaches and similar leaves
Spinaches
Purslanes
Chards/beet leaves
Others (2)
(c) grape leaves and similar species
(d) watercresses
(e) witloofs/Belgian endives
(f) herbs and edible flowers
Chervil
Chives
Celery leaves
Parsley
Sage
Rosemary
Thyme
Basil and edible flowers
Laurel/bay leaves
Tarragon
Others (2)
Legume vegetables
Beans (with pods)
Beans (without pods)
Peas (with pods)
Peas (without pods)
Lentils
Others (2)
Stem vegetables
Asparagus
Cardoons
Celeries
Florence fennels
Globe artichokes
Leeks
Rhubarbs
Bamboo shoots
Palm hearts
Others (2)
"Fungi, mosses and lichens"
Cultivated fungi
Wild fungi
Mosses and lichens
Algae and prokaryotes organisms
PULSES
Beans
Lentils
Peas
Lupins/lupini beans
Others (2)
OILSEEDS AND OIL FRUITS
Oilseeds
Linseeds
Peanuts/groundnuts
Poppy seeds
Sesame seeds
Sunflower seeds
Rapeseeds/canola seeds
Soyabeans
Mustard seeds
Cotton seeds
Pumpkin seeds
Safflower seeds
Borage seeds
Gold of pleasure seeds
Hemp seeds
Castor beans
Others (2)
Oil fruits
Olives for oil production
Oil palms kernels
Oil palms fruits
Kapok
Others (2)
CEREALS
Barley
Buckwheat and other pseudocereals
Maize/corn
Common millet/proso millet
Oat
Rice
Rye
Sorghum
Wheat
Others (2)
"TEAS, COFFEE, HERBAL INFUSIONS, COCOA AND CAROBS"
Teas
Coffee beans
Herbal infusions from
(a) flowers
Chamomile
Hibiscus/roselle
Rose
Jasmine
Lime/linden
Others (2)
(b) leaves and herbs
Strawberry
Rooibos
Mate/maté
Others (2)
(c) roots
Valerian
Ginseng
Others (2)
(d) any other parts of the plant
Cocoa beans
Carobs/Saint John's breads
HOPS
SPICES
Seed spices
Anise/aniseed
Black caraway/black cumin
Celery
Coriander
Cumin
Dill
Fennel
Fenugreek
Nutmeg
Others (2)
Fruit spices
Allspice/pimento
Sichuan pepper
Caraway
Cardamom
Juniper berry
"Peppercorn (black, green and white)"
Vanilla
Tamarind
Others (2)
Bark spices
Cinnamon
Others (2)
Root and rhizome spices
Liquorice
Turmeric/curcuma
Others (2)
Bud spices
Cloves
Capers
Others (2)
Flower pistil spices
Saffron
Others (2)
Aril spices
Mace
Others (2)
SUGAR PLANTS
Sugar beet roots
Sugar canes
Chicory roots
Others (2)
PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS
Commodities from
(a) swine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(b) bovine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(c) sheep
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
d) goat
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(e) equine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(f) poultry
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(g) other farmed terrestrial animals
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
Milk
Cattle
Sheep
Goat
Horse
Others (2)
Birds eggs
Chicken
Duck
Geese
Quail
Others (2)
Honey and other apiculture products (7)
Amphibians and Reptiles
Terrestrial invertebrate animals
Wild terrestrial vertebrate animals
"FRUITS, FRESH or FROZEN; TREE NUTS"
Citrus fruits
Grapefruits
Oranges
Lemons
Limes
Mandarins
Others (2)
Tree nuts
Almonds
Brazil nuts
Cashew nuts
Chestnuts
Coconuts
Hazelnuts/cobnuts
Macadamias
Pecans
Pine nut kernels
Pistachios
Walnuts
Others (2)
Pome fruits
Apples
Pears
Quinces
Medlars
Loquats/Japanese medlars
Others (2)
Stone fruits
Apricots
Cherries (sweet)
Peaches
Plums
Others (2)
Berries and small fruits
(a) grapes
Table grapes
Wine grapes
(b) strawberries
(c) cane fruits
Blackberries
Dewberries
Raspberries (red and yellow)
Others (2)
(d) other small fruits and berries
Blueberries
Cranberries
"Currants (black, red and white)"
"Gooseberries (green, red and yellow)"
Rose hips
Mulberries (black and white)
Azaroles/Mediterranean medlars
Elderberries
Others (2)
Miscellaneous fruitswith
(a) edible peel
Dates
Figs
Table olives
Kumquats
Carambolas
Kaki/Japanese persimmons
Jambuls/jambolans
Others (2)
"(b) inedible peel, small"
"Kiwi fruits (green, red, yellow)"
Litchis/lychees
Passionfruits/maracujas
Prickly pears/cactus fruits
Star apples/cainitos
American persimmons/Virginia kaki
Others (2)
"(c) inedible peel, large"
Avocados
Bananas
Mangoes
Papayas
Granate apples/pomegranates
Cherimoyas
Guavas
Pineapples
Breadfruits
Durians
Soursops/guanabanas
Others (2)
"VEGETABLES, FRESH or FROZEN"
Root and tuber vegetables
(a) potatoes
(b) tropical root and tuber vegetables
Cassava roots/manioc
Sweet potatoes
Yams
Arrowroots
Others (2)
(c) other root and tuber vegetables except sugar beets
Beetroots
Carrots
Celeriacs/turnip rooted celeries
Horseradishes
Jerusalem artichokes
Parsnips
Parsley roots/Hamburg roots parsley
Radishes
Salsifies
Swedes/rutabagas
Turnips
Others (2)
Bulb vegetables
Garlic
Onions
Shallots
Spring onions/green onions and Welsh onions
Others (2)
Fruiting vegetables
(a) Solanaceae and Malvaceae
Tomatoes
Sweet peppers/bell peppers
Aubergines/eggplants
Okra/lady's fingers
Others (2)
(b) cucurbits with edible peel
Cucumbers
Gherkins
Courgettes
Others (2)
(c) cucurbits with inedible peel
Melons
Pumpkins
Watermelons
Others (2)
(d) sweet corn
(e) other fruiting vegetables
Brassica vegetables(excluding brassica roots and brassica baby leaf crops)
(a) flowering brassica
Broccoli
Cauliflowers
Others (2)
(b) head brassica
Brussels sprouts
Head cabbages
Others (2)
(c) leafy brassica
Chinese cabbages/pe-tsai
Kales
Others (2)
(d) kohlrabies
"Leaf vegetables, herbs and edible flowers"
(a) lettuces and salad plants
Lamb's lettuces/corn salads
Lettuces
Escaroles/broad-leaved endives
Cresses and other sprouts and shoots
Land cresses
Roman rocket/rucola
Red mustards
Baby leaf crops (including brassica species)
Others (2)
(b) spinaches and similar leaves
Spinaches
Purslanes
Chards/beet leaves
Others (2)
(c) grape leaves and similar species
(d) watercresses
(e) witloofs/Belgian endives
(f) herbs and edible flowers
Chervil
Chives
Celery leaves
Parsley
Sage
Rosemary
Thyme
Basil and edible flowers
Laurel/bay leaves
Tarragon
Others (2)
Legume vegetables
Beans (with pods)
Beans (without pods)
Peas (with pods)
Peas (without pods)
Lentils
Others (2)
Stem vegetables
Asparagus
Cardoons
Celeries
Florence fennels
Globe artichokes
Leeks
Rhubarbs
Bamboo shoots
Palm hearts
Others (2)
"Fungi, mosses and lichens"
Cultivated fungi
Wild fungi
Mosses and lichens
Algae and prokaryotes organisms
PULSES
Beans
Lentils
Peas
Lupins/lupini beans
Others (2)
OILSEEDS AND OIL FRUITS
Oilseeds
Linseeds
Peanuts/groundnuts
Poppy seeds
Sesame seeds
Sunflower seeds
Rapeseeds/canola seeds
Soyabeans
Mustard seeds
Cotton seeds
Pumpkin seeds
Safflower seeds
Borage seeds
Gold of pleasure seeds
Hemp seeds
Castor beans
Others (2)
Oil fruits
Olives for oil production
Oil palms kernels
Oil palms fruits
Kapok
Others (2)
CEREALS
Barley
Buckwheat and other pseudocereals
Maize/corn
Common millet/proso millet
Oat
Rice
Rye
Sorghum
Wheat
Others (2)
"TEAS, COFFEE, HERBAL INFUSIONS, COCOA AND CAROBS"
Teas
Coffee beans
Herbal infusions from
(a) flowers
Chamomile
Hibiscus/roselle
Rose
Jasmine
Lime/linden
Others (2)
(b) leaves and herbs
Strawberry
Rooibos
Mate/maté
Others (2)
(c) roots
Valerian
Ginseng
Others (2)
(d) any other parts of the plant
Cocoa beans
Carobs/Saint John's breads
HOPS
SPICES
Seed spices
Anise/aniseed
Black caraway/black cumin
Celery
Coriander
Cumin
Dill
Fennel
Fenugreek
Nutmeg
Others (2)
Fruit spices
Allspice/pimento
Sichuan pepper
Caraway
Cardamom
Juniper berry
"Peppercorn (black, green and white)"
Vanilla
Tamarind
Others (2)
Bark spices
Cinnamon
Others (2)
Root and rhizome spices
Liquorice
Turmeric/curcuma
Horseradish (11)
Others (2)
Bud spices
Cloves
Capers
Others (2)
Flower pistil spices
Saffron
Others (2)
Aril spices
Mace
Others (2)
SUGAR PLANTS
Sugar beet roots
Sugar canes
Chicory roots
Others (2)
PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS
Commodities from
(a) swine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(b) bovine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(c) sheep
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
d) goat
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(e) equine
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(f) poultry
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
(g) other farmed terrestrial animals
Muscle
Fat
Liver
Kidney
Edible offals (other than liver and kidney)
Others (2)
Milk
Cattle
Sheep
Goat
Horse
Others (2)
Birds eggs
Chicken
Duck
Geese
Quail
Others (2)
Honey and other apiculture products (7)
Amphibians and Reptiles
Terrestrial invertebrate animals
Wild terrestrial vertebrate animals
"FRUITS, FRESH or FROZEN; TREE NUTS"
Citrus fruits
Grapefruits
Oranges
Lemons
Limes
Mandarins
Others (2)
Tree nuts
Almonds
Brazil nuts
Cashew nuts
Chestnuts
Coconuts
Hazelnuts/cobnuts
Macadamias
Pecans
Pine nut kernels
Pistachios
Walnuts
Others (2)
Pome fruits
Apples
Pears
Quinces
Medlars
Loquats/Japanese medlars
Others (2)
Stone fruits
Apricots
Cherries (sweet)
Peaches
Plums
Others (2)
Berries and small fruits
(a) grapes
Table grapes
Wine grapes
(b) strawberries
(c) cane fruits
Blackberries
Dewberries
Raspberries (red and yellow)
Others (2)
(d) other small fruits and berries
Blueberries
Cranberries
"Currants (black, red and white)"
"Gooseberries (green, red and yellow)"
Rose hips
Mulberries (black and white)
Azaroles/Mediterranean medlars
Elderberries
Others (2)
Miscellaneous fruitswith
(a) edible peel
Dates
Figs
Table olives
Kumquats
Carambolas
Kaki/Japanese persimmons
Jambuls/jambolans
Others (2)
"(b) inedible peel, small"
"Kiwi fruits (green, red, yellow)"
Litchis/lychees
Passionfruits/maracujas
Prickly pears/cactus fruits
Star apples/cainitos
American persimmons/Virginia kaki
Others (2)
"(c) inedible peel, large"
Avocados
Bananas
Mangoes
Papayas
Granate apples/pomegranates
Cherimoyas
Guavas
Pineapples
Breadfruits
Durians
Soursops/guanabanas
Others (2)
"VEGETABLES, FRESH or FROZEN"
Root and tuber vegetables
(a) potatoes
(b) tropical root and tuber vegetables
Cassava roots/manioc
Sweet potatoes
Yams
Arrowroots
Others (2)
(c) other root and tuber vegetables except sugar beets
Beetroots
Carrots
Celeriacs/turnip rooted celeries
Horseradishes
Jerusalem artichokes
Parsnips
Parsley roots/Hamburg roots parsley
Radishes
Salsifies
Swedes/rutabagas
Turnips
Others (2)
Bulb vegetables
Garlic
Onions
Shallots
Spring onions/green onions and Welsh onions
Others (2)
Fruiting vegetables
(a) Solanaceae and Malvaceae
Tomatoes
Sweet peppers/bell peppers
Aubergines/eggplants
Okra/lady's fingers
Others (2)
(b) cucurbits with edible peel
Cucumbers
Gherkins
Courgettes
Others (2)
(c) cucurbits with inedible peel
Melons
Pumpkins
Watermelons
Others (2)
(d) sweet corn
(e) other fruiting vegetables
Brassica vegetables(excluding brassica roots and brassica baby leaf crops)
(a) flowering brassica
Broccoli
Cauliflowers
Others (2)
(b) head brassica
Brussels sprouts
Head cabbages
Others (2)
(c) leafy brassica
Chinese cabbages/pe-tsai
Kales
Others (2)
(d) kohlrabies
"Leaf vegetables, herbs and edible flowers"
(a) lettuces and salad plants
Lamb's lettuces/corn salads
Lettuces
Escaroles/broad-leaved endives
Cresses and other sprouts and shoots
Land cresses
Roman rocket/rucola
Red mustards
Baby leaf crops (including brassica species)
Others (2)
(b) spinaches and similar leaves
Spinaches
Purslanes
Chards/beet leaves
Others (2)
(c) grape leaves and similar species
(d) watercresses
(e) witloofs/Belgian endives
(f) herbs and edible flowers
Chervil
Chives
Celery leaves
Parsley
Sage
Rosemary
Thyme
Basil and edible flowers
Laurel/bay leaves
Tarragon
Others (2)
Legume vegetables
Beans (with pods)
Beans (without pods)
Peas (with pods)
Peas (without pods)
Lentils
Others (2)
Stem vegetables
Asparagus
Cardoons
Celeries
Florence fennels
Globe artichokes
Leeks
Rhubarbs
Bamboo shoots
Palm hearts
Others (2)
"Fungi, mosses and lichens"
Cultivated fungi
Wild fungi
Mosses and lichens
Algae and prokaryotes organisms
PULSES
Beans
Lentils
Peas
Lupins/lupini beans
Others (2)
OILSEEDS AND OIL FRUITS
Oilseeds
Linseeds
Peanuts/groundnuts
Poppy seeds
